"Reporter","Partner","HS2_Code","Commodity","Value","Growth","Growth4Graph","AverageGrowth","RCA","RCA4Graph","Quadrant","x","y","GrowthRCA_ImportHS2_Group_Code","GrowthRCA_ImportHS2_Description","ProductGroup_Group_Code","ProductGroup_Description"
"Myanmar","Viet Nam","69","Ceramic products",6300970.63,"25.6419956042684",25.64,44.77,1.65,1.65,"COW",2,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Myanmar","Viet Nam","70","Glass and glassware",469084.13,"-83.4034463267481",-83.40,44.77,0.18,0.18,"DOG",-1,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Myanmar","Viet Nam","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",25089.23,"Infinity",100.00,44.77,0.51,0.51,"INTRO",-1,1,"11","Stone / Glass",12.00,"Stone and Glass"
"Myanmar","Viet Nam","72","Iron and steel",17269689.10,"28.6752460525299",28.67,44.77,0.65,0.65,"DOG",-2,-1,"12","Metals",13.00,"Metals"
"Myanmar","Viet Nam","73","Iron or steel articles",60328349.76,"43.2780318225195",43.27,44.77,3.76,3.76,"COW",1,-1,"12","Metals",13.00,"Metals"
"Myanmar","Viet Nam","74","Copper and articles thereof",982483.23,"30.6794376019641",30.67,44.77,1.93,1.93,"COW",1,-1,"12","Metals",13.00,"Metals"
"Myanmar","Viet Nam","76","Aluminium and articles thereof",24999029.53,"8.66680095188007",8.66,44.77,7.80,7.80,"COW",1,-1,"12","Metals",13.00,"Metals"
"Myanmar","Viet Nam","79","Zinc and articles thereof",6391.18,"Infinity",100.00,44.77,0.10,0.10,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Myanmar","Viet Nam","80","Tin; articles thereof",976.00,"-93.0794964482784",-93.07,44.77,0.01,0.01,"DOG",-1,-1,"12","Metals",13.00,"Metals"
"Myanmar","Viet Nam","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",162820.08,"-31.6979928524137",-31.69,44.77,0.12,0.12,"DOG",-1,-1,"12","Metals",13.00,"Metals"
"Myanmar","Viet Nam","83","Metal; miscellaneous products of base metal",4934594.54,"206.295155751098",100.00,44.77,2.58,2.58,"STAR",2,1,"12","Metals",13.00,"Metals"
"Myanmar","Viet Nam","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",18390076.82,"-5.91486863036236",-5.91,44.77,0.36,0.36,"DOG",-1,-1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Myanmar","Viet Nam","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",121827881.84,"306.32532260722",100.00,44.77,3.11,3.11,"STAR",1,1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Myanmar","Viet Nam","86","Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",34089.25,"531.282407407407",100.00,44.77,0.01,0.01,"INTRO",-1,2,"14","Transportation",15.00,"Transportation"
"Myanmar","Viet Nam","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",68916403.62,"44.3280959296734",44.32,44.77,1.04,1.04,"COW",2,-1,"14","Transportation",15.00,"Transportation"
"Myanmar","Viet Nam","88","Aircraft, spacecraft and parts thereof",98639.98,"49219.99",100.00,44.77,0.01,0.01,"INTRO",-1,2,"14","Transportation",15.00,"Transportation"
"Myanmar","Viet Nam","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",6066125.36,"32.2708570324624",32.27,44.77,0.82,0.82,"DOG",-2,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Myanmar","Viet Nam","91","Clocks and watches and parts thereof",759.00,"Infinity",100.00,44.77,4.28258153910292e-03,4.28258153910292e-03,"INTRO",-1,2,"15","Miscellaneous",16.00,"Miscellaneous"
"Myanmar","Viet Nam","92","Musical instruments; parts and accessories of such articles",2153.50,"Infinity",100.00,44.77,0.06,0.06,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Myanmar","Viet Nam","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",27849669.26,"33.9190498960214",33.91,44.77,6.73,6.73,"COW",1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Myanmar","Viet Nam","95","Toys, games and sports requisites; parts and accessories thereof",521643.66,"76.2828445898386",76.28,44.77,0.73,0.73,"INTRO",-1,2,"15","Miscellaneous",16.00,"Miscellaneous"
"Myanmar","Viet Nam","96","Miscellaneous manufactured articles",6867146.69,"108.987291738128",100.00,44.77,1.66,1.66,"STAR",2,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Myanmar","Viet Nam","97","Works of art; collectors' pieces and antiques",976.50,"Infinity",100.00,44.77,0.04,0.04,"INTRO",-1,2,"15","Miscellaneous",16.00,"Miscellaneous"
"Myanmar","Viet Nam","99","Other products",87635.59,"-72.4561404666719",-72.45,44.77,0.02,0.02,"DOG",-1,-2,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Cambodia","01","Animals; live",489845.34,"-6.24353558005064",-6.24,35.17,1.19,1.19,"COW",1,-1,"1","Animal & Animal Products",1.00,"Animal"
"Thailand","Cambodia","03","Fish and crustaceans, molluscs and other aquatic invertebrates",16632491.76,"133.534484000511",100.00,35.17,1.28,1.28,"STAR",1,1,"1","Animal & Animal Products",1.00,"Animal"
"Thailand","Cambodia","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",6280.69,"Infinity",100.00,35.17,2.28013459176339e-03,2.28013459176339e-03,"INTRO",-1,1,"1","Animal & Animal Products",1.00,"Animal"
"Thailand","Cambodia","05","Animal originated products; not elsewhere specified or included",178734.94,"Infinity",100.00,35.17,0.61,0.61,"INTRO",-1,1,"1","Animal & Animal Products",1.00,"Animal"
"Thailand","Cambodia","07","Vegetables and certain roots and tubers; edible",282613519.38,"9.762771390863",9.76,35.17,84.71,10.00,"COW",1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Cambodia","08","Fruit and nuts, edible; peel of citrus fruit or melons",2943751.51,"86.7380183255573",86.73,35.17,0.76,0.76,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Cambodia","09","Coffee, tea, mate and spices",2007934.58,"1568721.45480116",100.00,35.17,1.28,1.28,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Cambodia","10","Cereals",11987130.85,"234.649630309998",100.00,35.17,4.59,4.59,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Cambodia","11","Products of the milling industry; malt, starches, inulin, wheat gluten",4.72,"Infinity",100.00,35.17,4.1819118766121e-06,4.1819118766121e-06,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Cambodia","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",7045836.54,"120.005704606113",100.00,35.17,1.20,1.20,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Cambodia","13","Lac; gums, resins and other vegetable saps and extracts",481832.03,"42.8498500620991",42.84,35.17,1.17,1.17,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Cambodia","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included",209854.92,"5.69211071337808",5.69,35.17,1.52,1.52,"COW",1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Cambodia","15","Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",7610.30,"-56.5723031236465",-56.57,35.17,5.54947845454725e-03,5.54947845454725e-03,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Cambodia","16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",9335.01,"-88.8258728109178",-88.82,35.17,0.01,0.01,"DOG",-1,-1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Cambodia","17","Sugars and sugar confectionery",1150105.24,"Infinity",100.00,35.17,1.41,1.41,"STAR",1,1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Cambodia","19","Preparations of cereals, flour, starch or milk; pastrycooks' products",15052.14,"Infinity",100.00,35.17,6.40663338581922e-03,6.40663338581922e-03,"INTRO",-1,1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Cambodia","21","Miscellaneous edible preparations",26338.43,"-85.8557299415421",-85.85,35.17,7.80483978076407e-03,7.80483978076407e-03,"DOG",-1,-1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Cambodia","22","Beverages, spirits and vinegar",385242.88,"298.581076872683",100.00,35.17,0.26,0.26,"INTRO",-1,1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Cambodia","23","Food industries, residues and wastes thereof; prepared animal fodder",20123361.86,"13.4831682846493",13.48,35.17,2.32,2.32,"COW",1,-1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Cambodia","24","Tobacco and manufactured tobacco substitutes",1197492.87,"-25.7945540438382",-25.79,35.17,1.29,1.29,"COW",1,-1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Cambodia","25","Salt; sulphur; earths, stone; plastering materials, lime and cement",1413983.27,"-29.096151980576",-29.09,35.17,1.09,1.09,"COW",1,-1,"4","Mineral Products",4.00,"Minerals"
"Thailand","Cambodia","26","Ores, slag and ash",11395.45,"Infinity",100.00,35.17,0.01,0.01,"INTRO",-1,1,"4","Mineral Products",4.00,"Minerals"
"Thailand","Cambodia","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",42108.50,"Infinity",100.00,35.17,3.29829765004654e-04,3.29829765004654e-04,"INTRO",-1,1,"5","Chemicals & Allied Industries",5.00,"Fuels"
"Thailand","Cambodia","30","Pharmaceutical products",36667.00,"85.7880525518686",85.78,35.17,3.9854751272223e-03,3.9854751272223e-03,"INTRO",-1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Cambodia","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",22.37,"-77.9736116581331",-77.97,35.17,3.77296030811707e-06,3.77296030811707e-06,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Cambodia","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",1394.72,"374.120406567631",100.00,35.17,2.05370739887949e-04,2.05370739887949e-04,"INTRO",-1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Cambodia","34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",101767.02,"4845.13975276007",100.00,35.17,0.03,0.03,"INTRO",-1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Cambodia","36","Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",1266.04,"27.7628086746793",27.76,35.17,6.38392121908906e-03,6.38392121908906e-03,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Cambodia","38","Chemical products n.e.c.",1658.56,"206.663708305599",100.00,35.17,1.05469569814423e-04,1.05469569814423e-04,"INTRO",-1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Cambodia","39","Plastics and articles thereof",1333443.63,"-16.3507975430774",-16.35,35.17,0.03,0.03,"DOG",-1,-1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Thailand","Cambodia","40","Rubber and articles thereof",1446129.59,"44.1552660303536",44.15,35.17,0.14,0.14,"INTRO",-1,1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Thailand","Cambodia","41","Raw hides and skins (other than furskins) and leather",3370179.50,"-24.1104719649167",-24.11,35.17,1.17,1.17,"COW",1,-1,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Thailand","Cambodia","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",6180613.19,"10.7361676374658",10.73,35.17,2.59,2.59,"COW",1,-1,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Thailand","Cambodia","44","Wood and articles of wood; wood charcoal",3054203.25,"92.8418333006932",92.84,35.17,1.43,1.43,"STAR",1,1,"9","Textiles",9.00,"Wood"
"Thailand","Cambodia","46","Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",208048.43,"-4.11885112271198",-4.11,35.17,6.97,6.97,"COW",1,-1,"9","Textiles",9.00,"Wood"
"Thailand","Cambodia","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard",1776752.49,"9.09892409730001",9.09,35.17,0.52,0.52,"DOG",-1,-1,"9","Textiles",9.00,"Wood"
"Thailand","Cambodia","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",86436.34,"62.5496705803856",62.54,35.17,0.01,0.01,"INTRO",-1,1,"9","Textiles",9.00,"Wood"
"Thailand","Cambodia","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",112594.80,"39.6997854405008",39.69,35.17,0.13,0.13,"INTRO",-1,1,"9","Textiles",9.00,"Wood"
"Thailand","Cambodia","52","Cotton",66047.21,"87.6922932647591",87.69,35.17,0.02,0.02,"INTRO",-1,1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Thailand","Cambodia","54","Man-made filaments; strip and the like of man-made textile materials",604598.11,"2045.79798842344",100.00,35.17,0.19,0.19,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Cambodia","55","Man-made staple fibres",4277.02,"-2.48472412220701",-2.48,35.17,3.16149834224888e-03,3.16149834224888e-03,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Cambodia","56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",33729.47,"60.3910598054544",60.39,35.17,0.03,0.03,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Cambodia","57","Carpets and other textile floor coverings",694.53,"297.715169214911",100.00,35.17,3.27736431142596e-03,3.27736431142596e-03,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Cambodia","58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",142618.40,"90.6105285498669",90.61,35.17,0.20,0.20,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Cambodia","59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",3194.75,"264.194434627968",100.00,35.17,1.53641554787989e-03,1.53641554787989e-03,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Cambodia","60","Fabrics; knitted or crocheted",1112010.64,"-30.0128340884385",-30.01,35.17,0.66,0.66,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Cambodia","61","Apparel and clothing accessories; knitted or crocheted",48280550.79,"55.695510302099",55.69,35.17,26.64,10.00,"STAR",1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Cambodia","62","Apparel and clothing accessories; not knitted or crocheted",18142588.34,"34.4687031919123",34.46,35.17,7.72,7.72,"COW",1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Cambodia","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",9037342.01,"0.465034455818214",0.46,35.17,7.53,7.53,"COW",1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Thailand","Cambodia","64","Footwear; gaiters and the like; parts of such articles",5528558.74,"0.799915637101178",0.79,35.17,3.45,3.45,"COW",1,-1,"10","Footwear / Headgear",11.00,"Footwear"
"Thailand","Cambodia","65","Headgear and parts thereof",645793.52,"29.7363134198817",29.73,35.17,4.12,4.12,"COW",1,-1,"10","Footwear / Headgear",11.00,"Footwear"
"Thailand","Cambodia","66","Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",32048.70,"-14.8103609688568",-14.81,35.17,0.32,0.32,"DOG",-1,-1,"10","Footwear / Headgear",11.00,"Footwear"
"Thailand","Cambodia","68","Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",162.87,"-82.8748974828086",-82.87,35.17,1.34671260477139e-04,1.34671260477139e-04,"DOG",-1,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Thailand","Cambodia","69","Ceramic products",28276.05,"1333.52057551623",100.00,35.17,9.85784919859265e-03,9.85784919859265e-03,"INTRO",-1,1,"11","Stone / Glass",12.00,"Stone and Glass"
"Thailand","Cambodia","70","Glass and glassware",283539.80,"142.106824396263",100.00,35.17,0.07,0.07,"INTRO",-1,1,"11","Stone / Glass",12.00,"Stone and Glass"
"Thailand","Cambodia","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",165095361.08,"-52.104123815778",-52.10,35.17,2.76,2.76,"COW",1,-1,"11","Stone / Glass",12.00,"Stone and Glass"
"Thailand","Cambodia","72","Iron and steel",2763869.07,"940.117771445872",100.00,35.17,0.06,0.06,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Thailand","Cambodia","73","Iron or steel articles",276118.58,"-37.6687641224871",-37.66,35.17,0.01,0.01,"DOG",-1,-1,"12","Metals",13.00,"Metals"
"Thailand","Cambodia","74","Copper and articles thereof",25627831.69,"151.143663847709",100.00,35.17,1.59,1.59,"STAR",1,1,"12","Metals",13.00,"Metals"
"Thailand","Cambodia","76","Aluminium and articles thereof",85023845.71,"65.4601872406448",65.46,35.17,6.16,6.16,"STAR",1,1,"12","Metals",13.00,"Metals"
"Thailand","Cambodia","78","Lead and articles thereof",1547918.03,"27.5603160268164",27.56,35.17,1.36,1.36,"COW",1,-1,"12","Metals",13.00,"Metals"
"Thailand","Cambodia","82","Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",10744.29,"-54.6576372641366",-54.65,35.17,1.58678703612793e-03,1.58678703612793e-03,"DOG",-1,-1,"12","Metals",13.00,"Metals"
"Thailand","Cambodia","83","Metal; miscellaneous products of base metal",99929.85,"-80.624422311524",-80.62,35.17,0.03,0.03,"DOG",-1,-1,"12","Metals",13.00,"Metals"
"Thailand","Cambodia","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",2303047.25,"-15.8547095892669",-15.85,35.17,0.02,0.02,"DOG",-1,-1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Thailand","Cambodia","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",138161726.18,"-1.35952571546921",-1.35,35.17,0.83,0.83,"DOG",-1,-1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Thailand","Cambodia","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7020576.08,"225.490028028743",100.00,35.17,0.19,0.19,"INTRO",-1,1,"14","Transportation",15.00,"Transportation"
"Thailand","Cambodia","88","Aircraft, spacecraft and parts thereof",512158.20,"Infinity",100.00,35.17,0.03,0.03,"INTRO",-1,1,"14","Transportation",15.00,"Transportation"
"Thailand","Cambodia","89","Ships, boats and floating structures",14.21,"-99.9574609357576",-99.95,35.17,2.10265514637902e-06,2.10265514637902e-06,"DOG",-1,-1,"14","Transportation",15.00,"Transportation"
"Thailand","Cambodia","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",12150372.20,"51.3514706781714",51.35,35.17,0.54,0.54,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Cambodia","91","Clocks and watches and parts thereof",5216.91,"1090.17863253713",100.00,35.17,2.01485688374482e-03,2.01485688374482e-03,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Cambodia","92","Musical instruments; parts and accessories of such articles",2695.28,"-56.4171680731921",-56.41,35.17,0.01,0.01,"DOG",-1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Cambodia","93","Arms and ammunition; parts and accessories thereof",6815.21,"Infinity",100.00,35.17,6.03761032383728e-03,6.03761032383728e-03,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Cambodia","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",3486199.92,"283.171817062634",100.00,35.17,0.83,0.83,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Cambodia","95","Toys, games and sports requisites; parts and accessories thereof",25359.64,"-89.8160035744086",-89.81,35.17,0.01,0.01,"DOG",-1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Cambodia","96","Miscellaneous manufactured articles",114846.17,"-8.91437221311116",-8.91,35.17,0.06,0.06,"DOG",-1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Cambodia","97","Works of art; collectors' pieces and antiques",11125.00,"-19.8994296839394",-19.89,35.17,0.23,0.23,"DOG",-1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Thailand","Lao PDR","01","Animals; live",148.24,"Infinity",100.00,23.74,1.46302925368732e-04,1.46302925368732e-04,"INTRO",-1,1,"1","Animal & Animal Products",1.00,"Animal"
"Thailand","Lao PDR","05","Animal originated products; not elsewhere specified or included",7449.96,"73.8346019049575",73.83,23.74,0.01,0.01,"INTRO",-1,2,"1","Animal & Animal Products",1.00,"Animal"
"Thailand","Lao PDR","06","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",46934.57,"9870.80429979606",100.00,23.74,0.14,0.14,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Lao PDR","07","Vegetables and certain roots and tubers; edible",104802599.32,"34.6617944441847",34.66,23.74,12.66,10.00,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Lao PDR","08","Fruit and nuts, edible; peel of citrus fruit or melons",5660387.00,"-25.2164811400544",-25.21,23.74,0.59,0.59,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Lao PDR","09","Coffee, tea, mate and spices",11515847.25,"243.221183668314",100.00,23.74,2.96,2.96,"STAR",2,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Lao PDR","10","Cereals",6911075.70,"-58.5860475844409",-58.58,23.74,1.06,1.06,"COW",1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Lao PDR","11","Products of the milling industry; malt, starches, inulin, wheat gluten",3995915.95,"28.73788451474",28.73,23.74,1.42,1.42,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Lao PDR","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",7155952.78,"-3.65741601536632",-3.65,23.74,0.49,0.49,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Lao PDR","13","Lac; gums, resins and other vegetable saps and extracts",808393.54,"49.949045853464",49.94,23.74,0.79,0.79,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Lao PDR","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included",1614639.60,"60.8748972586996",60.87,23.74,4.74,4.74,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Lao PDR","15","Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",7588.40,"-93.4524395021079",-93.45,23.74,2.2304127204225e-03,2.2304127204225e-03,"DOG",-2,-1,"2","Vegetable Products",2.00,"Vegetable"
"Thailand","Lao PDR","17","Sugars and sugar confectionery",4237749.32,"36.534739350171",36.53,23.74,2.10,2.10,"STAR",2,1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Lao PDR","19","Preparations of cereals, flour, starch or milk; pastrycooks' products",2126.66,"-39.8730544678325",-39.87,23.74,3.64849967168823e-04,3.64849967168823e-04,"DOG",-1,-1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Lao PDR","20","Preparations of vegetables, fruit, nuts or other parts of plants",3128933.75,"78.7455557524077",78.74,23.74,1.10,1.10,"STAR",1,1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Lao PDR","21","Miscellaneous edible preparations",5664567.13,"-11.1468490159867",-11.14,23.74,0.67,0.67,"DOG",-2,-1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Lao PDR","22","Beverages, spirits and vinegar",9056880.37,"48.6537413072645",48.65,23.74,2.50,2.50,"STAR",1,1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Lao PDR","23","Food industries, residues and wastes thereof; prepared animal fodder",403755.61,"18.1094541596592",18.10,23.74,0.01,0.01,"DOG",-1,-1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Lao PDR","24","Tobacco and manufactured tobacco substitutes",4682990.78,"-41.5429272301383",-41.54,23.74,2.04,2.04,"COW",2,-1,"3","Foodstuffs",3.00,"Food Products"
"Thailand","Lao PDR","25","Salt; sulphur; earths, stone; plastering materials, lime and cement",52837992.60,"823.471574153085",100.00,23.74,16.44,10.00,"STAR",1,1,"4","Mineral Products",4.00,"Minerals"
"Thailand","Lao PDR","26","Ores, slag and ash",82403.24,"-16.0564718068307",-16.05,23.74,0.03,0.03,"DOG",-1,-1,"4","Mineral Products",4.00,"Minerals"
"Thailand","Lao PDR","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1157124176.16,"15.0031346708373",15.00,23.74,3.65,3.65,"COW",1,-1,"5","Chemicals & Allied Industries",5.00,"Fuels"
"Thailand","Lao PDR","28","Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",2242093.44,"181.676675738656",100.00,23.74,0.12,0.12,"INTRO",-1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Lao PDR","30","Pharmaceutical products",75.29,"Infinity",100.00,23.74,3.29857715688438e-06,3.29857715688438e-06,"INTRO",-1,2,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Lao PDR","31","Fertilizers",22399315.93,"71.2924847337678",71.29,23.74,1.29,1.29,"STAR",1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Lao PDR","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",971884.73,"297.842476055905",100.00,23.74,0.06,0.06,"INTRO",-1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Lao PDR","33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations",229.87,"-92.7401067492025",-92.74,23.74,1.3643269573878e-05,1.3643269573878e-05,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Lao PDR","34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",90.39,"-55.9395564221302",-55.93,23.74,1.15605265162446e-05,1.15605265162446e-05,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Thailand","Lao PDR","35","Albuminoidal substances; modified starches; glues; enzymes",1231.99,"65.6635335565506",65.66,23.74,3.74620819414855e-04,3.74620819414855e-04,"INTRO",-1,1,"6","Plastics / Rubbers",6.00,"Chemicals"
