"Reporter","Partner","HS2_Code","Commodity","Value","Growth","Growth4Graph","AverageGrowth","RCA","RCA4Graph","Quadrant","x","y","GrowthRCA_ImportHS2_Group_Code","GrowthRCA_ImportHS2_Description","ProductGroup_Group_Code","ProductGroup_Description"
"Viet Nam","Lao PDR","39","Plastics and articles thereof",1252842.56,"28.5422360992779",28.54,43.29,0.05,0.05,"DOG",-1,-1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Viet Nam","Lao PDR","40","Rubber and articles thereof",67750364.50,"33.8572328664957",33.85,43.29,17.39,10.00,"COW",1,-1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Viet Nam","Lao PDR","41","Raw hides and skins (other than furskins) and leather",580.30,"Infinity",100.00,43.29,1.96610512333259e-04,1.96610512333259e-04,"INTRO",-1,1,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Viet Nam","Lao PDR","44","Wood and articles of wood; wood charcoal",42029270.13,"-46.9793363425962",-46.97,43.29,12.74,10.00,"COW",2,-1,"9","Textiles",9.00,"Wood"
"Viet Nam","Lao PDR","47","Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard",256800.00,"1382.25108225108",100.00,43.29,0.29,0.29,"INTRO",-1,1,"9","Textiles",9.00,"Wood"
"Viet Nam","Lao PDR","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",1404.57,"87.276",87.27,43.29,3.49691190973854e-04,3.49691190973854e-04,"INTRO",-1,1,"9","Textiles",9.00,"Wood"
"Viet Nam","Lao PDR","61","Apparel and clothing accessories; knitted or crocheted",345124.40,"12948.526804112",100.00,43.29,0.77,0.77,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Lao PDR","62","Apparel and clothing accessories; not knitted or crocheted",2847.40,"-1.2728363342591",-1.27,43.29,7.08612000150072e-03,7.08612000150072e-03,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Lao PDR","64","Footwear; gaiters and the like; parts of such articles",58484.17,"5402.9422834453",100.00,43.29,0.03,0.03,"INTRO",-1,1,"10","Footwear / Headgear",11.00,"Footwear"
"Viet Nam","Lao PDR","71","Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",8583942.90,"107.450166496541",100.00,43.29,9.70,9.70,"STAR",1,1,"11","Stone / Glass",12.00,"Stone and Glass"
"Viet Nam","Lao PDR","72","Iron and steel",108028.34,"160.112695563064",100.00,43.29,5.83475004325665e-03,5.83475004325665e-03,"INTRO",-1,2,"12","Metals",13.00,"Metals"
"Viet Nam","Lao PDR","74","Copper and articles thereof",111263.88,"1023.14582923247",100.00,43.29,0.02,0.02,"INTRO",-1,2,"12","Metals",13.00,"Metals"
"Viet Nam","Lao PDR","78","Lead and articles thereof",5611728.63,"-11.1604377285608",-11.16,43.29,8.76,8.76,"COW",1,-1,"12","Metals",13.00,"Metals"
"Viet Nam","Lao PDR","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",966742.00,"9.67234725156044",9.67,43.29,0.02,0.02,"DOG",-1,-1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Viet Nam","Lao PDR","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",4041536.33,"6.44306779021637",6.44,43.29,0.03,0.03,"DOG",-1,-1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Viet Nam","Lao PDR","87","Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2028.00,"Infinity",100.00,43.29,2.55611378369654e-04,2.55611378369654e-04,"INTRO",-1,1,"14","Transportation",15.00,"Transportation"
"Viet Nam","Lao PDR","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",817052.45,"40.3281654606404",40.32,43.29,0.05,0.05,"DOG",-1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Lao PDR","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",157944.00,"1050.35688273853",100.00,43.29,0.14,0.14,"INTRO",-1,2,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Lao PDR","99","Other products",15442.77,"12.8531600890094",12.85,43.29,3.10014962771433e-03,3.10014962771433e-03,"DOG",-2,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Myanmar","03","Fish and crustaceans, molluscs and other aquatic invertebrates",3786222.00,"106.857221880054",100.00,44.05,5.04,5.04,"STAR",1,1,"1","Animal & Animal Products",1.00,"Animal"
"Viet Nam","Myanmar","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",10980.00,"Infinity",100.00,44.05,0.03,0.03,"INTRO",-1,2,"1","Animal & Animal Products",1.00,"Animal"
"Viet Nam","Myanmar","05","Animal originated products; not elsewhere specified or included",22345.00,"69.3444486547935",69.34,44.05,0.15,0.15,"INTRO",-1,1,"1","Animal & Animal Products",1.00,"Animal"
"Viet Nam","Myanmar","07","Vegetables and certain roots and tubers; edible",31567927.60,"-23.7642526012562",-23.76,44.05,82.72,10.00,"COW",2,-1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Myanmar","08","Fruit and nuts, edible; peel of citrus fruit or melons",4264413.08,"381.101674780146",100.00,44.05,2.16,2.16,"STAR",1,2,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Myanmar","10","Cereals",18136313.15,"30902.2447008547",100.00,44.05,11.86,10.00,"STAR",2,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Myanmar","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",3291231.95,"716.055232458311",100.00,44.05,6.90,6.90,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Myanmar","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included",4420.00,"Infinity",100.00,44.05,2.44,2.44,"STAR",1,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Myanmar","15","Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",93772.87,"609.310771027543",100.00,44.05,0.20,0.20,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Myanmar","16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",44400.00,"Infinity",100.00,44.05,2.62,2.62,"STAR",1,1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Myanmar","19","Preparations of cereals, flour, starch or milk; pastrycooks' products",11976.00,"Infinity",100.00,44.05,0.03,0.03,"INTRO",-1,1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Myanmar","20","Preparations of vegetables, fruit, nuts or other parts of plants",22483.06,"-17.128418724659",-17.12,44.05,0.50,0.50,"DOG",-1,-1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Myanmar","21","Miscellaneous edible preparations",19462.38,"-91.5133367345604",-91.51,44.05,0.04,0.04,"DOG",-1,-1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Myanmar","23","Food industries, residues and wastes thereof; prepared animal fodder",565370.30,"-10.02680018156",-10.02,44.05,0.29,0.29,"DOG",-2,-1,"3","Foodstuffs",3.00,"Food Products"
"Viet Nam","Myanmar","26","Ores, slag and ash",624563.28,"Infinity",100.00,44.05,2.39,2.39,"STAR",1,1,"4","Mineral Products",4.00,"Minerals"
"Viet Nam","Myanmar","27","Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",8770238.99,"-7.68912800502632",-7.68,44.05,1.38,1.38,"COW",2,-1,"5","Chemicals & Allied Industries",5.00,"Fuels"
"Viet Nam","Myanmar","32","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",54916.60,"21.0283195592286",21.02,44.05,0.06,0.06,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Viet Nam","Myanmar","34","Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",1532.00,"Infinity",100.00,44.05,4.16174918350688e-03,4.16174918350688e-03,"INTRO",-1,2,"6","Plastics / Rubbers",6.00,"Chemicals"
"Viet Nam","Myanmar","35","Albuminoidal substances; modified starches; glues; enzymes",1410.00,"-81.3082625433489",-81.30,44.05,3.8123542989234e-03,3.8123542989234e-03,"DOG",-1,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Viet Nam","Myanmar","38","Chemical products n.e.c.",40158.00,"-74.3620519041083",-74.36,44.05,0.02,0.02,"DOG",-2,-1,"6","Plastics / Rubbers",6.00,"Chemicals"
"Viet Nam","Myanmar","39","Plastics and articles thereof",443015.26,"574.759840226029",100.00,44.05,0.05,0.05,"INTRO",-1,2,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Viet Nam","Myanmar","40","Rubber and articles thereof",2027653.84,"38.2513186231909",38.25,44.05,1.52,1.52,"COW",2,-1,"7","Raw Hides, Skins, Leather, & Furs",7.00,"Plastic or Rubber"
"Viet Nam","Myanmar","41","Raw hides and skins (other than furskins) and leather",117921.00,"178.69649046763",100.00,44.05,0.11,0.11,"INTRO",-1,2,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Viet Nam","Myanmar","42","Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",35839.40,"395.327206136411",100.00,44.05,0.43,0.43,"INTRO",-1,2,"8","Wood & Wood Products",8.00,"Hides and Skins"
"Viet Nam","Myanmar","44","Wood and articles of wood; wood charcoal",210029.86,"-9.0162791787712",-9.01,44.05,0.18,0.18,"DOG",-1,-1,"9","Textiles",9.00,"Wood"
"Viet Nam","Myanmar","48","Paper and paperboard; articles of paper pulp, of paper or paperboard",2834.00,"-86.3518966481241",-86.35,44.05,2.07328950185737e-03,2.07328950185737e-03,"DOG",-2,-1,"9","Textiles",9.00,"Wood"
"Viet Nam","Myanmar","49","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",620.00,"10.7142857142857",10.71,44.05,5.19226559127404e-03,5.19226559127404e-03,"DOG",-1,-1,"9","Textiles",9.00,"Wood"
"Viet Nam","Myanmar","52","Cotton",1711.00,"-95.3300732094952",-95.33,44.05,7.36432656536923e-04,7.36432656536923e-04,"DOG",-2,-1,"10","Footwear / Headgear",10.00,"Textiles and Clothing"
"Viet Nam","Myanmar","54","Man-made filaments; strip and the like of man-made textile materials",1022.00,"-99.5754162872971",-99.57,44.05,6.9921634250842e-04,6.9921634250842e-04,"DOG",-2,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Myanmar","55","Man-made staple fibres",279832.64,"1281.75993363586",100.00,44.05,0.15,0.15,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Myanmar","56","Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",11352.40,"-95.4486549228568",-95.44,44.05,0.02,0.02,"DOG",-2,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Myanmar","58","Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",2708.43,"-88.9467987942986",-88.94,44.05,4.44348596970122e-03,4.44348596970122e-03,"DOG",-1,-1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Myanmar","59","Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",18062.00,"Infinity",100.00,44.05,0.02,0.02,"INTRO",-1,2,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Myanmar","60","Fabrics; knitted or crocheted",14800.34,"54.5425593121761",54.54,44.05,5.61022317096804e-03,5.61022317096804e-03,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Myanmar","61","Apparel and clothing accessories; knitted or crocheted",334884.13,"86.9998772632999",86.99,44.05,2.21,2.21,"STAR",2,1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Myanmar","62","Apparel and clothing accessories; not knitted or crocheted",262398.89,"107.689359041332",100.00,44.05,1.91,1.91,"STAR",2,1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Myanmar","63","Textiles, made up articles; sets; worn clothing and worn textile articles; rags",5185.50,"666.43954062403",100.00,44.05,0.08,0.08,"INTRO",-1,1,"9","Textiles",10.00,"Textiles and Clothing"
"Viet Nam","Myanmar","64","Footwear; gaiters and the like; parts of such articles",86952.38,"218.650220685349",100.00,44.05,0.16,0.16,"INTRO",-1,2,"10","Footwear / Headgear",11.00,"Footwear"
"Viet Nam","Myanmar","65","Headgear and parts thereof",838.93,"Infinity",100.00,44.05,0.08,0.08,"INTRO",-1,2,"10","Footwear / Headgear",11.00,"Footwear"
"Viet Nam","Myanmar","70","Glass and glassware",14683.90,"Infinity",100.00,44.05,0.02,0.02,"INTRO",-1,2,"11","Stone / Glass",12.00,"Stone and Glass"
"Viet Nam","Myanmar","72","Iron and steel",7017668.26,"50.8460297935121",50.84,44.05,1.11,1.11,"STAR",1,1,"12","Metals",13.00,"Metals"
"Viet Nam","Myanmar","73","Iron or steel articles",24167.22,"11.4128563189697",11.41,44.05,0.01,0.01,"DOG",-2,-1,"12","Metals",13.00,"Metals"
"Viet Nam","Myanmar","74","Copper and articles thereof",31638583.45,"94.3882387186019",94.38,44.05,21.52,10.00,"STAR",1,1,"12","Metals",13.00,"Metals"
"Viet Nam","Myanmar","76","Aluminium and articles thereof",665391.08,"651.378709205766",100.00,44.05,0.42,0.42,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Viet Nam","Myanmar","79","Zinc and articles thereof",406577.49,"Infinity",100.00,44.05,1.34,1.34,"STAR",1,1,"12","Metals",13.00,"Metals"
"Viet Nam","Myanmar","83","Metal; miscellaneous products of base metal",24328.52,"Infinity",100.00,44.05,0.05,0.05,"INTRO",-1,1,"12","Metals",13.00,"Metals"
"Viet Nam","Myanmar","84","Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",405614.52,"-7.97676950355856",-7.97,44.05,0.03,0.03,"DOG",-2,-1,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Viet Nam","Myanmar","85","Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1759106.68,"67.5066467967649",67.50,44.05,0.04,0.04,"INTRO",-1,2,"13","Machinery / Electrical",14.00,"Machinery/Electrical"
"Viet Nam","Myanmar","90","Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",7317266.92,"38.9981228054622",38.99,44.05,1.48,1.48,"COW",1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Myanmar","94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",5000.00,"62.7005691265908",62.70,44.05,0.01,0.01,"INTRO",-2,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Myanmar","95","Toys, games and sports requisites; parts and accessories thereof",55924.00,"-54.1606557377049",-54.16,44.05,0.40,0.40,"DOG",-1,-1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Myanmar","96","Miscellaneous manufactured articles",804405.55,"248.476482938286",100.00,44.05,1.54,1.54,"STAR",1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Myanmar","99","Other products",70413.24,"70.7842178486399",70.78,44.05,0.04,0.04,"INTRO",-1,1,"15","Miscellaneous",16.00,"Miscellaneous"
"Viet Nam","Thailand","01","Animals; live",50354027.21,"-25.5710167915985",-25.57,12.93,2.89,2.89,"COW",2,-1,"1","Animal & Animal Products",1.00,"Animal"
"Viet Nam","Thailand","02","Meat and edible meat offal",11200.00,"Infinity",100.00,12.93,6.37327993872088e-04,6.37327993872088e-04,"INTRO",-1,1,"1","Animal & Animal Products",1.00,"Animal"
"Viet Nam","Thailand","03","Fish and crustaceans, molluscs and other aquatic invertebrates",15902832.51,"-0.760752631564352",-0.76,12.93,0.25,0.25,"DOG",-1,-1,"1","Animal & Animal Products",1.00,"Animal"
"Viet Nam","Thailand","04","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",4622573.05,"2.74922324370711",2.74,12.93,0.17,0.17,"DOG",-1,-1,"1","Animal & Animal Products",1.00,"Animal"
"Viet Nam","Thailand","05","Animal originated products; not elsewhere specified or included",10969151.93,"-3.91240441835463",-3.91,12.93,0.90,0.90,"DOG",-1,-1,"1","Animal & Animal Products",1.00,"Animal"
"Viet Nam","Thailand","06","Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",16300509.51,"8.01347633670032",8.01,12.93,3.12,3.12,"COW",1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Thailand","07","Vegetables and certain roots and tubers; edible",5102240.74,"11.4240277115909",11.42,12.93,0.15,0.15,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Thailand","08","Fruit and nuts, edible; peel of citrus fruit or melons",850612377.19,"113.045895126066",100.00,12.93,5.15,5.15,"STAR",2,2,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Thailand","09","Coffee, tea, mate and spices",921790.67,"-3.4022333466222",-3.40,12.93,0.09,0.09,"DOG",-1,-1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Thailand","10","Cereals",65486528.63,"100.946187188157",100.00,12.93,0.51,0.51,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Thailand","11","Products of the milling industry; malt, starches, inulin, wheat gluten",4576918.59,"-26.9924292322772",-26.99,12.93,0.35,0.35,"DOG",-2,-1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Thailand","12","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",15073301.43,"14.2835043823496",14.28,12.93,0.37,0.37,"INTRO",-1,2,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Thailand","13","Lac; gums, resins and other vegetable saps and extracts",596843.46,"22.5255354656548",22.52,12.93,0.17,0.17,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Thailand","14","Vegetable plaiting materials; vegetable products not elsewhere specified or included",10837.88,"Infinity",100.00,12.93,0.07,0.07,"INTRO",-1,1,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Thailand","15","Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes",15925136.47,"257.306850815632",100.00,12.93,0.41,0.41,"INTRO",-1,2,"2","Vegetable Products",2.00,"Vegetable"
"Viet Nam","Thailand","16","Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3190546.98,"40.6483210675153",40.64,12.93,2.25,2.25,"STAR",2,1,"3","Foodstuffs",3.00,"Food Products"
